Company,Product,Gross,Issue,Issue Year,Size,Issue Date,Invoice Number,Invoice Amount,Invoice Date,Commissioned Rep
CQ Nails,Calabasas Style Magazine,250.0000,May/Jun,2024,1/3 Page Editorial,5/1/2024 12:00:00 AM,2024-44314,250.0000,05/01/2024,Linda Perry
CR Construction,Paso Robles Press,75.0000,Apr 17,2025,Fictitious Business Name - New Filing,4/17/2025 12:00:00 AM,2025-54878,75.0000,04/08/2025,Cami Martin
Craft Crop Create Studios,Atascadero News,75.0000,May 16,2024,Fictitious Business Name - New Filing,5/16/2024 12:00:00 AM,2024-44394,75.0000,05/10/2024,Cami Martin
Craig Cullen,The Malibu Times,70.0000,Nov 6,2025,Classified Line Listing,11/6/2025 12:00:00 AM,2025-58296,70.0000,10/29/2025,Cami Martin
Craig Knizek - The Agency,Calabasas Style Magazine,1200.0000,May/Jun,2024,Full Page,5/1/2024 12:00:00 AM,2024-42210,1200.0000,04/01/2024,Linda Perry
Craig Pritchard,Paso Robles Press,153.5000,Dec 5,2024,Obituary,12/5/2024 12:00:00 AM,2024-49483,153.5000,12/02/2024,Cami Martin
Craveable Grazeables,Paso Robles Press,75.0000,Jul 18,2024,Fictitious Business Name - New Filing,7/18/2024 12:00:00 AM,2024-46335,75.0000,07/09/2024,Cami Martin
Crawford And Sons Distributing,Atascadero News,75.0000,Feb 15,2024,Fictitious Business Name - New Filing,2/15/2024 12:00:00 AM,2024-39871,75.0000,02/06/2024,Cami Martin
Creating Balance,The Malibu Times,85.0000,Apr 16,2026,Fictitious Business Name - New Filing,4/16/2026 12:00:00 AM,2026-62334,85.0000,04/10/2026,Cami Martin
Creative Solutions Central Coast,OpenDoor Directories,675.0000,Home Design,2025,1/2 Page,8/5/2025 12:00:00 AM,2025-56464,675.0000,06/30/2025,Christie Coyes
Creative Solutions Central Coast,OpenDoor Directories,0.0000,Home Design,2025,Enhanced Directory Listing,8/5/2025 12:00:00 AM,2025-56465,0.0000,06/30/2025,Christie Coyes
Creative Steps - The Aurelia Foundation,Calabasas Style Magazine,900.0000,Jan/Feb,2024,Full Page Editorial,1/1/2024 12:00:00 AM,2023-36570,900.0000,11/28/2023,Linda Perry
Creativeweb Solutions,The Malibu Times,85.0000,Dec 21,2023,Fictitious Business Name - New Filing,12/21/2023 12:00:00 AM,2023-37505,85.0000,12/11/2023,Cami Martin
Creekcut,Paso Robles Press,75.0000,May 2,2024,Fictitious Business Name - New Filing,5/2/2024 12:00:00 AM,2024-43859,75.0000,04/24/2024,Cami Martin
Creekside Cottage LLC,Atascadero News,75.0000,Jun 20,2024,Fictitious Business Name - New Filing,6/20/2024 12:00:00 AM,2024-46060,75.0000,06/18/2024,Cami Martin
Creepy Crafters,Atascadero News,75.0000,Oct 3,2024,Fictitious Business Name - New Filing,10/3/2024 12:00:00 AM,2024-47981,75.0000,09/24/2024,Cami Martin
Creo Arthouse,Malibu Magazine,500.0000,Spring,2024,1/4 Page V,2/1/2024 12:00:00 AM,2024-39068,500.0000,01/17/2024,Anthony McDemas
Creo Arthouse,The Malibu Times,495.0000,Oct 31,2024,2x5,10/31/2024 12:00:00 AM,2024-48549,495.0000,10/28/2024,Anthony McDemas
Creo Arthouse,The Malibu Times,0.0000,Nov 7,2024,2x5,11/7/2024 12:00:00 AM,2024-48550,0.0000,10/28/2024,Anthony McDemas
Creo Arthouse,The Malibu Times,0.0000,Nov 14,2024,2x5,11/14/2024 12:00:00 AM,2024-48551,0.0000,10/28/2024,Anthony McDemas
Creo Arthouse,The Malibu Times,0.0000,Nov 21,2024,2x5,11/21/2024 12:00:00 AM,2024-48552,0.0000,10/28/2024,Anthony McDemas
Creo Arthouse,Malibu Magazine,700.0000,Winter - Food and Wine,2024,1/3 Page,12/1/2024 12:00:00 AM,2024-48952,700.0000,11/18/2024,Anthony McDemas
Creston Creamery,Atascadero News,75.0000,May 29,2025,Fictitious Business Name - New Filing,5/29/2025 12:00:00 AM,2025-55824,75.0000,05/23/2025,Cami Martin
"Criswell Ventures, LLC",Paso Robles Press,75.0000,Feb 13,2025,Fictitious Business Name - New Filing,2/13/2025 12:00:00 AM,2025-53102,75.0000,02/06/2025,Cami Martin
Croad Vineyards,Paso Robles Press,75.0000,Oct 10,2024,Fictitious Business Name - New Filing,10/10/2024 12:00:00 AM,2024-48136,75.0000,10/04/2024,Cami Martin
Crown K Performance Horses,Atascadero News,75.0000,Mar 20,2025,Fictitious Business Name - New Filing,3/20/2025 12:00:00 AM,2025-54224,75.0000,03/12/2025,Cami Martin
Crystal Clear Glass,The Malibu Times,150.0000,December 16,2021,2x4,12/16/2021 12:00:00 AM,2022-19872,150.0000,12/31/2022,Anthony McDemas
Crystal Clear Glass,The Malibu Times,150.0000,December 23,2021,2x4,12/23/2021 12:00:00 AM,2022-19879,150.0000,12/31/2022,Anthony McDemas
Crystal Clear Glass,The Malibu Times,150.0000,December 30,2021,2x4,12/30/2021 12:00:00 AM,2022-19888,150.0000,12/31/2022,Anthony McDemas
Crystal Clear Glass,The Malibu Times,150.0000,February 10,2022,2x4,2/10/2022 12:00:00 AM,2022-19890,150.0000,12/31/2022,Anthony McDemas
Crystal Clear Glass,The Malibu Times,150.0000,February 17,2022,2x4,2/17/2022 12:00:00 AM,2022-19893,150.0000,12/31/2022,Anthony McDemas
Crystal Clear Glass,The Malibu Times,150.0000,February 24,2022,2x4,2/24/2022 12:00:00 AM,2022-19896,150.0000,12/31/2022,Anthony McDemas
Crystal Clear Glass,The Malibu Times,150.0000,February 3,2022,2x4,2/3/2022 12:00:00 AM,2022-19899,150.0000,12/31/2022,Anthony McDemas
Crystal Clear Glass,The Malibu Times,150.0000,January 13,2022,2x4,1/13/2022 12:00:00 AM,2022-19901,150.0000,12/31/2022,Anthony McDemas
Crystal Clear Glass,The Malibu Times,150.0000,January 20,2022,2x4,1/20/2022 12:00:00 AM,2022-19903,150.0000,12/31/2022,Anthony McDemas
Crystal Clear Glass,The Malibu Times,150.0000,January 27,2022,2x4,1/27/2022 12:00:00 AM,2022-19905,150.0000,12/31/2022,Anthony McDemas
Crystal Clear Glass,The Malibu Times,150.0000,January 6,2022,2x4,1/6/2022 12:00:00 AM,2022-19907,150.0000,12/31/2022,Anthony McDemas
Crystal Clear Glass,Malibu Magazine,0.0000,Winter,2021,Full Page,12/1/2021 12:00:00 AM,2022-20952,0.0000,12/31/2022,Anthony McDemas
Crystal Clear Glass,Malibu Magazine,3000.0000,Winter,2021,Full Page,12/1/2021 12:00:00 AM,2022-22563,3000.0000,12/31/2022,Anthony McDemas
Crystal Clear Glass,Malibu Magazine,1650.0000,Spring,2022,Full Page,3/1/2022 12:00:00 AM,2022-22682,1650.0000,12/31/2022,Anthony McDemas
Crystal Clear Glass,Malibu Magazine,0.0000,Winter,2021,Full Page,12/1/2021 12:00:00 AM,2022-22697,0.0000,12/31/2022,Anthony McDemas
Crystal Clear Glass,Malibu Magazine,1750.0000,Autumn (Sept/Oct),2022,Full Page,9/1/2022 12:00:00 AM,2022-22848,1750.0000,12/31/2022,Anthony McDemas
Crystal Clear Glass,Malibu Magazine,1650.0000,Summer,2022,Full Page,6/1/2022 12:00:00 AM,2022-22855,1650.0000,12/31/2022,Anthony McDemas
Crystal Imig,Atascadero News,85.0000,Apr 24,2025,Obituary,4/24/2025 12:00:00 AM,2025-55054,85.0000,04/21/2025,Cami Martin
Crystal Korff,Atascadero News,188.0000,May 29,2025,Obituary,5/29/2025 12:00:00 AM,2025-55845,188.0000,05/27/2025,Cami Martin
Crystal Visions,Calabasas Style Magazine,500.0000,May/Jun,2024,1/4 Page,5/1/2024 12:00:00 AM,2024-42040,500.0000,03/11/2024,Anthony McDemas
Crystal Visions,Calabasas Style Magazine,500.0000,Jul/Aug,2024,1/4 Page,7/1/2024 12:00:00 AM,2024-42041,500.0000,05/30/2024,Anthony McDemas
Crystal Visions,Calabasas Style Magazine,500.0000,Sep/Oct,2024,1/4 Page,9/1/2024 12:00:00 AM,2024-42042,500.0000,06/20/2024,Anthony McDemas
Crystal Visions,Calabasas Style Magazine,500.0000,Nov/Dec,2024,1/4 Page,11/1/2024 12:00:00 AM,2024-42043,500.0000,10/01/2024,Anthony McDemas
Crystal Visions,Calabasas Style Magazine,500.0000,Jan/Feb,2025,1/4 Page,1/1/2025 12:00:00 AM,2024-42044,500.0000,12/02/2024,Anthony McDemas
Crystal Visions,Calabasas Style Magazine,500.0000,Mar/Apr,2025,1/4 Page,3/1/2025 12:00:00 AM,2025-42045,500.0000,02/05/2025,Anthony McDemas
Crystal Visions,Hidden Hills Community Register,200.0000,April,2024,1/4 Page,4/1/2024 12:00:00 AM,2024-42046,200.0000,03/11/2024,Anthony McDemas
Crystal Visions,Hidden Hills Community Register,200.0000,May,2024,1/4 Page,5/1/2024 12:00:00 AM,2024-42047,200.0000,03/11/2024,Anthony McDemas
Crystal Visions,Hidden Hills Community Register,200.0000,June,2024,1/4 Page,6/1/2024 12:00:00 AM,2024-42048,200.0000,05/04/2024,Anthony McDemas
Crystal Visions,Hidden Hills Community Register,200.0000,July,2024,1/4 Page,7/1/2024 12:00:00 AM,2024-42049,200.0000,05/30/2024,Anthony McDemas
Crystal Visions,Hidden Hills Community Register,200.0000,August,2024,1/4 Page,8/1/2024 12:00:00 AM,2024-42050,200.0000,06/20/2024,Anthony McDemas
Crystal Visions,Hidden Hills Community Register,200.0000,September,2024,1/4 Page,9/1/2024 12:00:00 AM,2024-42051,200.0000,06/20/2024,Anthony McDemas
Crystal Visions,Calabasas Style Magazine,0.0000,Nov/Dec,2024,Local Flavor,11/1/2024 12:00:00 AM,2024-42058,0.0000,10/01/2024,Anthony McDemas
Crystal Visions,Calabasas Style Magazine,0.0000,Nov/Dec,2024,Full Page Editorial,11/1/2024 12:00:00 AM,2024-42059,0.0000,10/01/2024,Anthony McDemas
Crystal Window & Pressure Cleaning,The Malibu Times,130.0000,May 4,2023,Business & Services,5/4/2023 12:00:00 AM,2023-28108,130.0000,05/20/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,May 11,2023,Business & Services,5/11/2023 12:00:00 AM,2023-28109,0.0000,05/20/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,May 18,2023,Business & Services,5/18/2023 12:00:00 AM,2023-28110,0.0000,05/20/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,May 25,2023,Business & Services,5/25/2023 12:00:00 AM,2023-28111,0.0000,05/20/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,130.0000,Jun 1,2023,Business & Services,6/1/2023 12:00:00 AM,2023-28112,130.0000,06/27/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Jun 8,2023,Business & Services,6/8/2023 12:00:00 AM,2023-28113,0.0000,06/27/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Jun 15,2023,Business & Services,6/15/2023 12:00:00 AM,2023-28114,0.0000,06/27/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Jun 22,2023,Business & Services,6/22/2023 12:00:00 AM,2023-28115,0.0000,06/27/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Jun 29,2023,Business & Services,6/29/2023 12:00:00 AM,2023-28116,0.0000,06/27/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,130.0000,Jul 6,2023,Business & Services,7/6/2023 12:00:00 AM,2023-28117,130.0000,07/18/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Jul 13,2023,Business & Services,7/13/2023 12:00:00 AM,2023-28118,0.0000,07/18/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Jul 20,2023,Business & Services,7/20/2023 12:00:00 AM,2023-28119,0.0000,07/18/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Jul 27,2023,Business & Services,7/27/2023 12:00:00 AM,2023-28120,0.0000,07/18/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,130.0000,Aug 3,2023,Business & Services,8/3/2023 12:00:00 AM,2023-28121,130.0000,08/25/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Aug 10,2023,Business & Services,8/10/2023 12:00:00 AM,2023-28122,0.0000,08/25/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Aug 17,2023,Business & Services,8/17/2023 12:00:00 AM,2023-28123,0.0000,08/25/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Aug 24,2023,Business & Services,8/24/2023 12:00:00 AM,2023-28124,0.0000,08/25/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Aug 31,2023,Business & Services,8/31/2023 12:00:00 AM,2023-28125,0.0000,08/25/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,130.0000,Sep 7,2023,Business & Services,9/7/2023 12:00:00 AM,2023-28126,130.0000,09/15/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Sep 14,2023,Business & Services,9/14/2023 12:00:00 AM,2023-28127,0.0000,09/15/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Sep 21,2023,Business & Services,9/21/2023 12:00:00 AM,2023-28128,0.0000,09/15/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Sep 28,2023,Business & Services,9/28/2023 12:00:00 AM,2023-28129,0.0000,09/15/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,130.0000,Oct 5,2023,Business & Services,10/5/2023 12:00:00 AM,2023-28130,130.0000,10/20/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Oct 12,2023,Business & Services,10/12/2023 12:00:00 AM,2023-28131,0.0000,10/20/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Oct 19,2023,Business & Services,10/19/2023 12:00:00 AM,2023-28132,0.0000,10/20/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Oct 26,2023,Business & Services,10/26/2023 12:00:00 AM,2023-28133,0.0000,10/20/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,130.0000,Nov 2,2023,Business & Services,11/2/2023 12:00:00 AM,2023-28134,130.0000,11/20/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Nov 9,2023,Business & Services,11/9/2023 12:00:00 AM,2023-28135,0.0000,11/20/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Nov 16,2023,Business & Services,11/16/2023 12:00:00 AM,2023-28136,0.0000,11/20/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Nov 23,2023,Business & Services,11/23/2023 12:00:00 AM,2023-28137,0.0000,11/20/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Nov 30,2023,Business & Services,11/30/2023 12:00:00 AM,2023-28138,0.0000,11/20/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,130.0000,Dec 7,2023,Business & Services,12/7/2023 12:00:00 AM,2023-28139,130.0000,12/01/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Dec 14,2023,Business & Services,12/14/2023 12:00:00 AM,2023-28140,0.0000,12/01/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Dec 21,2023,Business & Services,12/21/2023 12:00:00 AM,2023-28141,0.0000,12/01/2023,Cami Martin
Crystal Window & Pressure Cleaning,The Malibu Times,0.0000,Dec 28,2023,Business & Services,12/28/2023 12:00:00 AM,2023-28142,0.0000,12/01/2023,Cami Martin
CSTI Employee Fund,Atascadero News,60.0000,Jan 4,2024,Fictitious Business Name - New Filing,1/4/2024 12:00:00 AM,2023-38105,60.0000,12/27/2023,Cami Martin
Cuadra Razo Horse Training,Atascadero News,60.0000,Aug 10,2023,Fictitious Business Name - New Filing,8/10/2023 12:00:00 AM,2023-30444,60.0000,08/03/2023,Lukas Johnson
CubeSmart Self Storage,The Malibu Times,75.0000,Sep 7,2023,Statement of Abandonment,9/7/2023 12:00:00 AM,2023-31646,75.0000,08/30/2023,Lukas Johnson
Cucina Kitchen & Baths,OpenDoor Directories,495.0000,Home Design,2023,1/2 Page,7/14/2023 12:00:00 AM,2023-29533,495.0000,06/27/2023,Christie Coyes
Cucina Kitchen & Baths,OpenDoor Directories,0.0000,Home Design,2023,Enhanced Directory Listing,7/14/2023 12:00:00 AM,2023-29534,0.0000,06/27/2023,Christie Coyes
Cucina Kitchen & Baths,OpenDoor Directories,300.0000,Food & Wine,2024,1/2 Page,2/1/2024 12:00:00 AM,2023-35870,300.0000,11/14/2023,Christie Coyes
Cucina Kitchen & Baths,OpenDoor Directories,0.0000,Food & Wine,2024,Enhanced Directory Listing,2/1/2024 12:00:00 AM,2023-35871,0.0000,11/14/2023,Christie Coyes
Cucina Kitchen & Baths,OpenDoor Directories,495.0000,Home Design,2024,1/2 Page,8/1/2024 12:00:00 AM,2024-43212,495.0000,04/07/2024,Christie Coyes
Cucina Kitchen & Baths,OpenDoor Directories,0.0000,Home Design,2024,Enhanced Directory Listing,8/1/2024 12:00:00 AM,2024-43213,0.0000,04/07/2024,Christie Coyes
Cucina Kitchen & Baths,OpenDoor Directories,400.0000,Food & Wine,2025,1/2 Page,2/5/2025 12:00:00 AM,2024-48229,400.0000,10/08/2024,Christie Coyes
Cucina Kitchen & Baths,OpenDoor Directories,0.0000,Food & Wine,2025,Enhanced Directory Listing,2/5/2025 12:00:00 AM,2024-48230,0.0000,10/08/2024,Christie Coyes
Cucina Kitchen & Baths,OpenDoor Directories,550.0000,Home Design,2025,1/2 Page,8/5/2025 12:00:00 AM,2025-54804,550.0000,04/04/2025,Christie Coyes
Cucina Kitchen & Baths,OpenDoor Directories,0.0000,Home Design,2025,Enhanced Directory Listing,8/5/2025 12:00:00 AM,2025-54805,0.0000,04/04/2025,Christie Coyes
Cucina Kitchen & Baths,OpenDoor Directories,500.0000,Food & Wine,2026,1/2 Page,2/1/2026 12:00:00 AM,2025-58267,500.0000,10/28/2025,Christie Coyes
Cucina Kitchen & Baths,OpenDoor Directories,0.0000,Food & Wine,2026,Enhanced Directory Listing,2/1/2026 12:00:00 AM,2025-58268,0.0000,10/28/2025,Christie Coyes
Cuesta College,Central Coast Journal,550.0000,June,2022,1/4 V,5/1/2022 12:00:00 AM,2022-18506,550.0000,12/31/2022,Nicholas Mattson
Cuesta College Community Programs,Paso Robles Magazine,516.0000,August,2023,1/4 Page V,8/1/2023 12:00:00 AM,2023-29952,516.0000,07/18/2023,Cami Martin
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,April,2024,1/4 Page V,4/1/2024 12:00:00 AM,2024-40668,378.0000,03/01/2024,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,May,2024,1/4 Page V,5/1/2024 12:00:00 AM,2024-40669,378.0000,04/01/2024,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,June,2024,1/4 Page V,6/1/2024 12:00:00 AM,2024-40670,378.0000,05/01/2024,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,July,2024,1/4 Page V,7/1/2024 12:00:00 AM,2024-40671,378.0000,05/30/2024,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,August,2024,1/4 Page V,8/1/2024 12:00:00 AM,2024-40672,378.0000,07/01/2024,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,September,2024,1/4 Page V,9/1/2024 12:00:00 AM,2024-40673,378.0000,08/01/2024,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,October,2024,1/4 Page V,10/1/2024 12:00:00 AM,2024-40674,378.0000,10/01/2024,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,November,2024,1/4 Page V,11/1/2024 12:00:00 AM,2024-40675,378.0000,10/01/2024,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,December,2024,1/4 Page V,12/1/2024 12:00:00 AM,2024-40676,378.0000,11/04/2024,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,January,2025,1/4 Page V,1/1/2025 12:00:00 AM,2024-40677,378.0000,12/02/2024,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,February,2025,1/4 Page V,2/1/2025 12:00:00 AM,2025-40678,378.0000,01/09/2025,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,March,2025,1/4 Page V,3/1/2025 12:00:00 AM,2025-40679,378.0000,02/05/2025,Dana McGraw
Cuesta College Concord Chorus,Atascadero News Magazine,324.0000,April,2024,1/4 Page V,4/1/2024 12:00:00 AM,2024-40680,324.0000,03/01/2024,Dana McGraw
Cuesta College Concord Chorus,Atascadero News Magazine,324.0000,May,2024,1/4 Page V,5/1/2024 12:00:00 AM,2024-40681,324.0000,04/01/2024,Dana McGraw
Cuesta College Concord Chorus,Atascadero News Magazine,324.0000,June,2024,1/4 Page V,6/1/2024 12:00:00 AM,2024-40682,324.0000,05/01/2024,Dana McGraw
Cuesta College Concord Chorus,Atascadero News Magazine,324.0000,July,2024,1/4 Page V,7/1/2024 12:00:00 AM,2024-40683,324.0000,05/30/2024,Dana McGraw
Cuesta College Concord Chorus,Atascadero News Magazine,324.0000,August,2024,1/4 Page V,8/1/2024 12:00:00 AM,2024-40684,324.0000,07/01/2024,Dana McGraw
Cuesta College Concord Chorus,Atascadero News Magazine,324.0000,September,2024,1/4 Page V,9/1/2024 12:00:00 AM,2024-40685,324.0000,08/01/2024,Dana McGraw
Cuesta College Concord Chorus,Atascadero News Magazine,324.0000,October,2024,1/4 Page V,10/1/2024 12:00:00 AM,2024-40686,324.0000,10/01/2024,Dana McGraw
Cuesta College Concord Chorus,Atascadero News Magazine,324.0000,November,2024,1/4 Page V,11/1/2024 12:00:00 AM,2024-40687,324.0000,10/01/2024,Dana McGraw
Cuesta College Concord Chorus,Atascadero News Magazine,324.0000,December,2024,1/4 Page V,12/1/2024 12:00:00 AM,2024-40688,324.0000,11/04/2024,Dana McGraw
Cuesta College Concord Chorus,Atascadero News Magazine,324.0000,January,2025,1/4 Page V,1/1/2025 12:00:00 AM,2024-40689,324.0000,12/02/2024,Dana McGraw
Cuesta College Concord Chorus,Atascadero News Magazine,324.0000,February,2025,1/4 Page V,2/1/2025 12:00:00 AM,2025-40690,324.0000,01/09/2025,Dana McGraw
Cuesta College Concord Chorus,Atascadero News Magazine,324.0000,March,2025,1/4 Page V,3/1/2025 12:00:00 AM,2025-40691,324.0000,02/05/2025,Dana McGraw
Cuesta College Concord Chorus,Morro Bay Life,251.1000,Apr,2024,1/4 Page V,4/1/2024 12:00:00 AM,2024-40692,251.1000,03/11/2024,Dana McGraw
Cuesta College Concord Chorus,Morro Bay Life,251.1000,May,2024,1/4 Page V,5/1/2024 12:00:00 AM,2024-40693,251.1000,04/01/2024,Dana McGraw
Cuesta College Concord Chorus,Morro Bay Life,251.1000,Jun,2024,1/4 Page V,6/1/2024 12:00:00 AM,2024-40694,251.1000,05/04/2024,Dana McGraw
Cuesta College Concord Chorus,Morro Bay Life,251.1000,Jul,2024,1/4 Page V,7/1/2024 12:00:00 AM,2024-40695,251.1000,05/30/2024,Dana McGraw
Cuesta College Concord Chorus,Morro Bay Life,251.1000,Aug,2024,1/4 Page V,8/1/2024 12:00:00 AM,2024-40696,251.1000,08/01/2024,Dana McGraw
Cuesta College Concord Chorus,Morro Bay Life,251.1000,Sep,2024,1/4 Page V,9/1/2024 12:00:00 AM,2024-40697,251.1000,08/01/2024,Dana McGraw
Cuesta College Concord Chorus,Morro Bay Life,251.1000,Oct,2024,1/4 Page V,10/1/2024 12:00:00 AM,2024-40698,251.1000,10/01/2024,Dana McGraw
Cuesta College Concord Chorus,Morro Bay Life,251.1000,Nov,2024,1/4 Page V,11/1/2024 12:00:00 AM,2024-40699,251.1000,10/16/2024,Dana McGraw
Cuesta College Concord Chorus,Morro Bay Life,251.1000,Dec,2024,1/4 Page V,12/1/2024 12:00:00 AM,2024-40700,251.1000,11/04/2024,Dana McGraw
Cuesta College Concord Chorus,Morro Bay Life,251.1000,Jan,2025,1/4 Page V,1/1/2025 12:00:00 AM,2024-40701,251.1000,12/04/2024,Dana McGraw
Cuesta College Concord Chorus,Morro Bay Life,251.1000,Feb,2025,1/4 Page V,2/1/2025 12:00:00 AM,2025-40702,251.1000,01/10/2025,Dana McGraw
Cuesta College Concord Chorus,Morro Bay Life,251.1000,Mar,2025,1/4 Page V,3/1/2025 12:00:00 AM,2025-40703,251.1000,02/05/2025,Dana McGraw
Cuesta College Concord Chorus,Pioneer Day,599.2000,Annual 2024,2024,Full Page,9/15/2024 12:00:00 AM,2024-46317,599.2000,09/01/2024,Dana McGraw
Cuesta College Concord Chorus,Colony Days Tab,719.2000,Annual 2024,2024,Full Page,9/29/2024 12:00:00 AM,2024-46318,719.2000,09/01/2024,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,July,2025,1/4 Page V,7/1/2025 12:00:00 AM,2025-55876,378.0000,06/03/2025,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,August,2025,1/4 Page V,8/1/2025 12:00:00 AM,2025-55877,378.0000,07/01/2025,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,September,2025,1/4 Page V,9/1/2025 12:00:00 AM,2025-55878,378.0000,08/06/2025,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,October,2025,1/4 Page V,10/1/2025 12:00:00 AM,2025-55879,378.0000,09/08/2025,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,November,2025,1/4 Page V,11/1/2025 12:00:00 AM,2025-55880,378.0000,10/06/2025,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,December,2025,1/4 Page V,12/1/2025 12:00:00 AM,2025-55881,378.0000,10/31/2025,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,January,2026,1/4 Page V,1/1/2026 12:00:00 AM,2025-55882,378.0000,12/09/2025,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,February,2026,1/4 Page V,2/1/2026 12:00:00 AM,2026-55883,378.0000,01/05/2026,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,March,2026,1/4 Page V,3/1/2026 12:00:00 AM,2026-55884,378.0000,01/27/2026,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,April,2026,1/4 Page V,4/1/2026 12:00:00 AM,2026-55885,378.0000,02/25/2026,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,May,2026,1/4 Page V,5/1/2026 12:00:00 AM,2026-55886,378.0000,03/20/2026,Dana McGraw
Cuesta College Concord Chorus,Paso Robles Magazine,378.0000,June,2026,1/4 Page V,6/1/2026 12:00:00 AM,,,,Dana McGraw
Cuesta College Concord Chorus,Atascadero News Magazine,324.0000,July,2025,1/4 Page V,7/1/2025 12:00:00 AM,2025-55888,324.0000,06/03/2025,Dana McGraw
Cuesta College Concord Chorus,Atascadero News Magazine,324.0000,August,2025,1/4 Page V,8/1/2025 12:00:00 AM,2025-55889,324.0000,07/01/2025,Dana McGraw
Cuesta College Concord Chorus,Atascadero News Magazine,324.0000,September,2025,1/4 Page V,9/1/2025 12:00:00 AM,2025-55890,324.0000,08/06/2025,Dana McGraw
