Company,Product,Gross,Issue,Issue Year,Size,Issue Date,Invoice Number,Invoice Amount,Invoice Date,Commissioned Rep
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,November 11,2021,2x3,11/11/2021 12:00:00 AM,2022-25058,0.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,November 18,2021,2x3,11/18/2021 12:00:00 AM,2022-25063,0.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,November 25,2021,2x3,11/25/2021 12:00:00 AM,2022-25068,0.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,November 4,2021,2x3,11/4/2021 12:00:00 AM,2022-25073,0.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,October 14,2021,2x3,10/14/2021 12:00:00 AM,2022-25078,0.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,October 21,2021,2x3,10/21/2021 12:00:00 AM,2022-25083,0.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,October 28,2021,2x3,10/28/2021 12:00:00 AM,2022-25088,0.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,October 7,2021,2x3,10/7/2021 12:00:00 AM,2022-25093,0.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,April,2022,1/2 Page H,4/1/2022 12:00:00 AM,2022-26077,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,August,2022,1/2 Page H,8/1/2022 12:00:00 AM,2022-26080,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,December,2022,1/2 Page H,12/1/2022 12:00:00 AM,2022-26085,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,February,2022,1/2 Page H,2/1/2022 12:00:00 AM,2022-26087,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,January,2022,1/2 Page H,1/1/2022 12:00:00 AM,2022-26089,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,July,2022,1/2 Page H,7/1/2022 12:00:00 AM,2022-26091,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,June,2022,1/2 Page H,5/1/2022 12:00:00 AM,2022-26093,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,March,2022,1/2 Page H,3/1/2022 12:00:00 AM,2022-26095,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,June,2022,1/2 Page H,5/1/2022 12:00:00 AM,2022-26097,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,November,2022,1/2 Page H,11/1/2022 12:00:00 AM,2022-26100,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,October,2022,1/2 Page H,10/1/2022 12:00:00 AM,2022-26104,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,September,2022,1/2 Page H,9/1/2022 12:00:00 AM,2022-26109,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Special Feature Tab,359.1000,Colony Days Tab,2021,1/2 Page H,1/15/2021 12:00:00 AM,2022-26267,359.1000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Special Feature Tab,359.1000,Colony Days Tab,2022,1/2 Page H,1/15/2022 12:00:00 AM,2022-26268,359.1000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Magazine,600.0000,March,2021,1/2 Page H,3/1/2021 12:00:00 AM,2022-26294,600.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,April,2021,1/2 Page H,4/1/2021 12:00:00 AM,2022-26351,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,August,2021,1/2 Page H,8/1/2021 12:00:00 AM,2022-26355,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,December,2021,1/2 Page H,12/1/2021 12:00:00 AM,2022-26357,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,February,2021,1/2 Page H,2/1/2021 12:00:00 AM,2022-26360,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,January,2021,1/2 Page H,1/1/2021 12:00:00 AM,2022-26364,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,July,2021,1/2 Page H,7/1/2021 12:00:00 AM,2022-26368,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,June,2021,1/2 Page H,5/1/2021 12:00:00 AM,2022-26370,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,March,2021,1/2 Page H,3/1/2021 12:00:00 AM,2022-26374,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,June,2021,1/2 Page H,5/1/2021 12:00:00 AM,2022-26379,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,November,2021,1/2 Page H,11/1/2021 12:00:00 AM,2022-26383,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,October,2021,1/2 Page H,10/1/2021 12:00:00 AM,2022-26386,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,September,2021,1/2 Page H,9/1/2021 12:00:00 AM,2022-26389,540.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),CMSF Daily Schedule,665.0000,2021,2021,1/2 Page H,1/1/2021 12:00:00 AM,2022-26470,665.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),CMSF Daily Schedule,665.0000,2022,2022,1/2 Page H,1/1/2022 12:00:00 AM,2022-26477,665.0000,12/31/2022,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),CMSF Daily Schedule,665.0000,2023,2023,1/2 Page,6/15/2023 12:00:00 AM,2023-27323,665.0000,06/06/2023,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Jan 4,2024,2x3,1/4/2024 12:00:00 AM,2024-36332,50.0000,01/09/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Jan 11,2024,2x3,1/11/2024 12:00:00 AM,2024-36333,50.0000,01/09/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Jan 18,2024,2x3,1/18/2024 12:00:00 AM,2024-36334,50.0000,01/09/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Jan 25,2024,2x3,1/25/2024 12:00:00 AM,2024-36335,50.0000,01/09/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Feb 1,2024,2x3,2/1/2024 12:00:00 AM,2024-36336,50.0000,02/13/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Feb 8,2024,2x3,2/8/2024 12:00:00 AM,2024-36337,50.0000,02/13/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Feb 15,2024,2x3,2/15/2024 12:00:00 AM,2024-36338,50.0000,02/13/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Feb 22,2024,2x3,2/22/2024 12:00:00 AM,2024-36339,50.0000,02/13/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Feb 29,2024,2x3,2/29/2024 12:00:00 AM,2024-36340,50.0000,02/13/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Mar 7,2024,2x3,3/7/2024 12:00:00 AM,2024-36341,50.0000,03/11/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Mar 14,2024,2x3,3/14/2024 12:00:00 AM,2024-36342,50.0000,03/11/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Mar 21,2024,2x3,3/21/2024 12:00:00 AM,2024-36343,50.0000,03/11/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Mar 28,2024,2x3,3/28/2024 12:00:00 AM,2024-36344,50.0000,03/11/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Apr 4,2024,2x3,4/4/2024 12:00:00 AM,2024-36345,50.0000,04/08/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Apr 11,2024,2x3,4/11/2024 12:00:00 AM,2024-36346,50.0000,04/08/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Apr 18,2024,2x3,4/18/2024 12:00:00 AM,2024-36347,50.0000,04/08/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Apr 25,2024,2x3,4/25/2024 12:00:00 AM,2024-36348,50.0000,04/08/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,May 2,2024,2x3,5/2/2024 12:00:00 AM,2024-36349,50.0000,05/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,May 9,2024,2x3,5/9/2024 12:00:00 AM,2024-36350,50.0000,05/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,May 16,2024,2x3,5/16/2024 12:00:00 AM,2024-36351,50.0000,05/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,May 23,2024,2x3,5/23/2024 12:00:00 AM,2024-36352,50.0000,05/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,May 30,2024,2x3,5/30/2024 12:00:00 AM,2024-36353,50.0000,05/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Jun 6,2024,2x3,6/6/2024 12:00:00 AM,2024-36354,50.0000,05/30/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Jun 13,2024,2x3,6/13/2024 12:00:00 AM,2024-36355,50.0000,05/30/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Jun 20,2024,2x3,6/20/2024 12:00:00 AM,2024-36356,50.0000,05/30/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Jun 27,2024,2x3,6/27/2024 12:00:00 AM,2024-36357,50.0000,05/30/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Jul 4,2024,2x3,7/4/2024 12:00:00 AM,2024-36358,50.0000,07/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Jul 11,2024,2x3,7/11/2024 12:00:00 AM,2024-36359,50.0000,07/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Jul 18,2024,2x3,7/18/2024 12:00:00 AM,2024-36360,50.0000,07/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Jul 25,2024,2x3,7/25/2024 12:00:00 AM,2024-36361,50.0000,07/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Aug 1,2024,2x3,8/1/2024 12:00:00 AM,2024-36362,50.0000,08/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Aug 8,2024,2x3,8/8/2024 12:00:00 AM,2024-36363,50.0000,08/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Aug 15,2024,2x3,8/15/2024 12:00:00 AM,2024-36364,50.0000,08/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Aug 22,2024,2x3,8/22/2024 12:00:00 AM,2024-36365,50.0000,08/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Aug 29,2024,2x3,8/29/2024 12:00:00 AM,2024-36366,50.0000,08/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Sep 5,2024,2x3,9/5/2024 12:00:00 AM,2024-36367,50.0000,09/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Sep 12,2024,2x3,9/12/2024 12:00:00 AM,2024-36368,50.0000,09/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Sep 19,2024,2x3,9/19/2024 12:00:00 AM,2024-36369,50.0000,09/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Sep 26,2024,2x3,9/26/2024 12:00:00 AM,2024-36370,50.0000,09/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Oct 3,2024,2x3,10/3/2024 12:00:00 AM,2024-36371,50.0000,10/16/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Oct 10,2024,2x3,10/10/2024 12:00:00 AM,2024-36372,50.0000,10/16/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Oct 17,2024,2x3,10/17/2024 12:00:00 AM,2024-36373,50.0000,10/16/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Oct 24,2024,2x3,10/24/2024 12:00:00 AM,2024-36374,50.0000,10/16/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Oct 31,2024,2x3,10/31/2024 12:00:00 AM,2024-36375,50.0000,10/16/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Nov 7,2024,2x3,11/7/2024 12:00:00 AM,2024-36376,50.0000,11/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Nov 14,2024,2x3,11/14/2024 12:00:00 AM,2024-36377,50.0000,11/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Nov 21,2024,2x3,11/21/2024 12:00:00 AM,2024-36378,50.0000,11/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Nov 28,2024,2x3,11/28/2024 12:00:00 AM,2024-36379,50.0000,11/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Dec 5,2024,2x3,12/5/2024 12:00:00 AM,2024-36380,50.0000,12/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Dec 12,2024,2x3,12/12/2024 12:00:00 AM,2024-36381,50.0000,12/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Dec 19,2024,2x3,12/19/2024 12:00:00 AM,2024-36382,50.0000,12/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News,50.0000,Dec 26,2024,2x3,12/26/2024 12:00:00 AM,2024-36383,50.0000,12/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Jan 4,2024,2x3,1/4/2024 12:00:00 AM,2024-36384,0.0000,01/09/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Jan 11,2024,2x3,1/11/2024 12:00:00 AM,2024-36385,0.0000,01/09/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Jan 18,2024,2x3,1/18/2024 12:00:00 AM,2024-36386,0.0000,01/09/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Jan 25,2024,2x3,1/25/2024 12:00:00 AM,2024-36387,0.0000,01/09/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Feb 1,2024,2x3,2/1/2024 12:00:00 AM,2024-36388,0.0000,02/13/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Feb 8,2024,2x3,2/8/2024 12:00:00 AM,2024-36389,0.0000,02/13/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Feb 15,2024,2x3,2/15/2024 12:00:00 AM,2024-36390,0.0000,02/13/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Feb 22,2024,2x3,2/22/2024 12:00:00 AM,2024-36391,0.0000,02/13/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Feb 29,2024,2x3,2/29/2024 12:00:00 AM,2024-36392,0.0000,02/13/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Mar 7,2024,2x3,3/7/2024 12:00:00 AM,2024-36393,0.0000,03/11/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Mar 14,2024,2x3,3/14/2024 12:00:00 AM,2024-36394,0.0000,03/11/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Mar 21,2024,2x3,3/21/2024 12:00:00 AM,2024-36395,0.0000,03/11/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Mar 28,2024,2x3,3/28/2024 12:00:00 AM,2024-36396,0.0000,03/11/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Apr 4,2024,2x3,4/4/2024 12:00:00 AM,2024-36397,0.0000,04/08/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Apr 11,2024,2x3,4/11/2024 12:00:00 AM,2024-36398,0.0000,04/08/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Apr 18,2024,2x3,4/18/2024 12:00:00 AM,2024-36399,0.0000,04/08/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Apr 25,2024,2x3,4/25/2024 12:00:00 AM,2024-36400,0.0000,04/08/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,May 2,2024,2x3,5/2/2024 12:00:00 AM,2024-36401,0.0000,05/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,May 9,2024,2x3,5/9/2024 12:00:00 AM,2024-36402,0.0000,05/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,May 16,2024,2x3,5/16/2024 12:00:00 AM,2024-36403,0.0000,05/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,May 23,2024,2x3,5/23/2024 12:00:00 AM,2024-36404,0.0000,05/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,May 30,2024,2x3,5/30/2024 12:00:00 AM,2024-36405,0.0000,05/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Jun 6,2024,2x3,6/6/2024 12:00:00 AM,2024-36406,0.0000,05/30/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Jun 13,2024,2x3,6/13/2024 12:00:00 AM,2024-36407,0.0000,05/30/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Jun 20,2024,2x3,6/20/2024 12:00:00 AM,2024-36408,0.0000,05/30/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Jun 27,2024,2x3,6/27/2024 12:00:00 AM,2024-36409,0.0000,05/30/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Jul 4,2024,2x3,7/4/2024 12:00:00 AM,2024-36410,0.0000,07/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Jul 11,2024,2x3,7/11/2024 12:00:00 AM,2024-36411,0.0000,07/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Jul 18,2024,2x3,7/18/2024 12:00:00 AM,2024-36412,0.0000,07/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Jul 25,2024,2x3,7/25/2024 12:00:00 AM,2024-36413,0.0000,07/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Aug 1,2024,2x3,8/1/2024 12:00:00 AM,2024-36414,0.0000,08/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Aug 8,2024,2x3,8/8/2024 12:00:00 AM,2024-36415,0.0000,08/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Aug 15,2024,2x3,8/15/2024 12:00:00 AM,2024-36416,0.0000,08/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Aug 22,2024,2x3,8/22/2024 12:00:00 AM,2024-36417,0.0000,08/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Aug 29,2024,2x3,8/29/2024 12:00:00 AM,2024-36418,0.0000,08/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Sep 5,2024,2x3,9/5/2024 12:00:00 AM,2024-36419,0.0000,09/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Sep 12,2024,2x3,9/12/2024 12:00:00 AM,2024-36420,0.0000,09/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Sep 19,2024,2x3,9/19/2024 12:00:00 AM,2024-36421,0.0000,09/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Sep 26,2024,2x3,9/26/2024 12:00:00 AM,2024-36422,0.0000,09/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Oct 3,2024,2x3,10/3/2024 12:00:00 AM,2024-36423,0.0000,10/16/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Oct 10,2024,2x3,10/10/2024 12:00:00 AM,2024-36424,0.0000,10/16/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Oct 17,2024,2x3,10/17/2024 12:00:00 AM,2024-36425,0.0000,10/16/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Oct 24,2024,2x3,10/24/2024 12:00:00 AM,2024-36426,0.0000,10/16/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Oct 31,2024,2x3,10/31/2024 12:00:00 AM,2024-36427,0.0000,10/16/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Nov 7,2024,2x3,11/7/2024 12:00:00 AM,2024-36428,0.0000,11/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Nov 14,2024,2x3,11/14/2024 12:00:00 AM,2024-36429,0.0000,11/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Nov 21,2024,2x3,11/21/2024 12:00:00 AM,2024-36430,0.0000,11/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Nov 28,2024,2x3,11/28/2024 12:00:00 AM,2024-36431,0.0000,11/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Dec 5,2024,2x3,12/5/2024 12:00:00 AM,2024-36432,0.0000,12/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Dec 12,2024,2x3,12/12/2024 12:00:00 AM,2024-36433,0.0000,12/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Dec 19,2024,2x3,12/19/2024 12:00:00 AM,2024-36434,0.0000,12/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Paso Robles Press,0.0000,Dec 26,2024,2x3,12/26/2024 12:00:00 AM,2024-36435,0.0000,12/04/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,Jan,2024,1/2 Page,1/1/2024 12:00:00 AM,2023-36436,540.0000,12/06/2023,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,February,2024,1/2 Page,2/1/2024 12:00:00 AM,2024-36437,540.0000,01/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,March,2024,1/2 Page,3/1/2024 12:00:00 AM,2024-36438,540.0000,01/26/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,April,2024,1/2 Page,4/1/2024 12:00:00 AM,2024-36439,540.0000,03/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,May,2024,1/2 Page,5/1/2024 12:00:00 AM,2024-36440,540.0000,04/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,June,2024,1/2 Page,6/1/2024 12:00:00 AM,2024-36441,540.0000,05/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,July,2024,1/2 Page,7/1/2024 12:00:00 AM,2024-36442,540.0000,05/30/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,August,2024,1/2 Page,8/1/2024 12:00:00 AM,2024-36443,540.0000,07/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,September,2024,1/2 Page,9/1/2024 12:00:00 AM,2024-36444,540.0000,08/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,October,2024,1/2 Page,10/1/2024 12:00:00 AM,2024-36445,540.0000,10/01/2024,Dana McGraw
American Tire Depot (Formerly American West Tire & Auto),Atascadero News Magazine,540.0000,November,2024,1/2 Page,11/1/2024 12:00:00 AM,2024-36446,540.0000,10/01/2024,Dana McGraw
